obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,action,q_value
0.1290748566389084,1.4510753154754639,0.6384252905845642,-0.12926597893238068,0.11578400433063507,0.417161226272583,0.0,0.0,1.0,61.912898467593685
0.13559798896312714,1.4475830793380737,0.6295744180679321,-0.1571328490972519,0.13843867182731628,0.4531344473361969,0.0,0.0,3.0,64.31370777740523
0.14221353828907013,1.4435195922851562,0.6412830352783203,-0.1826072484254837,0.15868869423866272,0.4050372242927551,0.0,0.0,0.0,68.50132384960968
0.14882783591747284,1.4388614892959595,0.6412345170974731,-0.20931345224380493,0.17893654108047485,0.4049937129020691,0.0,0.0,1.0,71.62101684033806
0.1553461104631424,1.433579921722412,0.6292846202850342,-0.2376200258731842,0.20163433253765106,0.45399659872055054,0.0,0.0,1.0,74.01647806904423
0.16178607940673828,1.4276762008666992,0.61955726146698,-0.26590442657470703,0.22634434700012207,0.4942449629306793,0.0,0.0,3.0,76.9263816987124
0.16828365623950958,1.4212015867233276,0.6270047426223755,-0.2914155423641205,0.24948199093341827,0.4627944827079773,0.0,0.0,3.0,81.23505320962703
0.17485304176807404,1.414156436920166,0.636188805103302,-0.31678491830825806,0.27069827914237976,0.42436403036117554,0.0,0.0,3.0,85.54956857467518
0.18148641288280487,1.406537652015686,0.6449136137962341,-0.34212619066238403,0.2896200120449066,0.37845510244369507,0.0,0.0,3.0,89.63008825814971
0.18821735680103302,1.3983484506607056,0.6566959023475647,-0.3673188388347626,0.3065544366836548,0.33868932723999023,0.0,0.0,3.0,93.80773260839015
0.19502505660057068,1.3895926475524902,0.6664301753044128,-0.39224255084991455,0.32143092155456543,0.2975296080112457,0.0,0.0,3.0,97.61173930902116
0.20191803574562073,1.3802778720855713,0.6772476434707642,-0.416718453168869,0.3339899182319641,0.2511807084083557,0.0,0.0,3.0,101.27519938041368
0.2088923454284668,1.3704030513763428,0.6875494718551636,-0.4411979913711548,0.3443286716938019,0.20677514374256134,0.0,0.0,3.0,104.68717450040606
0.21594218909740448,1.3599802255630493,0.6972111463546753,-0.46511968970298767,0.3524954617023468,0.16333602368831635,0.0,0.0,1.0,107.80879494843165
0.2229260504245758,1.3489117622375488,0.6888219118118286,-0.4943053424358368,0.362567663192749,0.20144346356391907,0.0,0.0,2.0,109.93565661064773
0.22970934212207794,1.3383742570877075,0.6684635877609253,-0.4708680808544159,0.3730093240737915,0.20883266627788544,0.0,0.0,2.0,108.42024639180246
0.236151784658432,1.3285675048828125,0.6343926191329956,-0.43845683336257935,0.38347819447517395,0.2093777358531952,0.0,0.0,3.0,105.31626457778042
0.2426784485578537,1.3182226419448853,0.6451647877693176,-0.46181175112724304,0.3914778232574463,0.15999260544776917,0.0,0.0,3.0,108.55483653447106
0.24929475784301758,1.3073217868804932,0.6564387679100037,-0.48591387271881104,0.39702102541923523,0.11086380481719971,0.0,0.0,2.0,111.63597227215098
0.2557777464389801,1.2966121435165405,0.6427801847457886,-0.47754478454589844,0.4029387831687927,0.1183549165725708,0.0,0.0,2.0,111.11536097645056
0.26198330521583557,1.2865097522735596,0.6147930026054382,-0.45064929127693176,0.40913569927215576,0.12393803894519806,0.0,0.0,2.0,108.40154279519446
0.26790666580200195,1.2766263484954834,0.5867546796798706,-0.4408869743347168,0.41513919830322266,0.12007013708353043,0.0,0.0,2.0,106.68745938632128
0.2733725607395172,1.267203450202942,0.5416007041931152,-0.42026957869529724,0.4205261468887329,0.10773883759975433,0.0,0.0,3.0,102.90717888901384
0.2788982391357422,1.2572308778762817,0.5492786169052124,-0.44420984387397766,0.42408859729766846,0.07124903053045273,0.0,0.0,2.0,105.58166616858998
0.2844201922416687,1.2473074197769165,0.5481599569320679,-0.4422663450241089,0.42845791578292847,0.08738633990287781,0.0,0.0,2.0,106.3257228256394
0.2897067070007324,1.2373179197311401,0.5249135494232178,-0.445125550031662,0.4325212836265564,0.08126728236675262,0.0,0.0,3.0,105.62492037676691
0.2950679659843445,1.2267742156982422,0.5343491435050964,-0.4691585600376129,0.4344521760940552,0.03861864656209946,0.0,0.0,2.0,108.31358639169837
0.30015936493873596,1.2169098854064941,0.5068780183792114,-0.43911013007164,0.436911016702652,0.049177076667547226,0.0,0.0,3.0,105.02642748582018
0.3053016662597656,1.206491470336914,0.5134268999099731,-0.4632920026779175,0.4377841055393219,0.017461713403463364,0.0,0.0,2.0,107.42435185994927
0.3103129267692566,1.1961437463760376,0.5000338554382324,-0.46024176478385925,0.43898531794548035,0.024023951962590218,0.0,0.0,2.0,106.839496577069
0.31519994139671326,1.1858327388763428,0.4873127043247223,-0.4587007164955139,0.4405001401901245,0.030296534299850464,0.0,0.0,2.0,106.44610971554154
0.31976431608200073,1.1759591102600098,0.455037921667099,-0.4392780661582947,0.442028671503067,0.030570823699235916,0.0,0.0,2.0,103.42185003926784
0.3240562379360199,1.1668816804885864,0.42714929580688477,-0.40408408641815186,0.4442596137523651,0.04461831599473953,0.0,0.0,2.0,99.73289721875382
0.3278033137321472,1.1583433151245117,0.37337377667427063,-0.37990453839302063,0.44572538137435913,0.029315833002328873,0.0,0.0,3.0,94.87435461365008
0.3316360414028168,1.1492599248886108,0.38419023156166077,-0.40342018008232117,0.4447237551212311,-0.020032398402690887,0.0,0.0,2.0,97.45289383262129
0.3351537585258484,1.14009690284729,0.35326310992240906,-0.40676894783973694,0.44309791922569275,-0.03251662850379944,0.0,0.0,3.0,95.93461302012594
0.3387342393398285,1.1303770542144775,0.3612094223499298,-0.4310017228126526,0.4396403133869171,-0.0691523402929306,0.0,0.0,2.0,98.12957324709687
0.34189215302467346,1.1210726499557495,0.3193590044975281,-0.41240453720092773,0.4357474744319916,-0.0778568834066391,0.0,0.0,2.0,94.10747558482615
0.34475499391555786,1.1116867065429688,0.290381520986557,-0.4158884882926941,0.43129247426986694,-0.0891001969575882,0.0,0.0,2.0,92.63850984827964
0.3473135828971863,1.1021469831466675,0.2606060206890106,-0.42254412174224854,0.42613422870635986,-0.10316457599401474,0.0,0.0,2.0,91.42416348379112
0.3494487702846527,1.0927951335906982,0.21899764239788055,-0.41399091482162476,0.42019763588905334,-0.11873160302639008,0.0,0.0,2.0,88.37754181197961
0.35132789611816406,1.084181308746338,0.1928490847349167,-0.38137581944465637,0.41486236453056335,-0.10670554637908936,0.0,0.0,2.0,84.12444432960845
0.3527699410915375,1.0762673616409302,0.14937050640583038,-0.3502289354801178,0.4092924892902374,-0.11139757931232452,0.0,0.0,2.0,79.29157691289257
0.3539695739746094,1.0683228969573975,0.12545379996299744,-0.35151079297065735,0.403393417596817,-0.11798133701086044,0.0,0.0,3.0,78.31537960194264
0.35525235533714294,1.0598278045654297,0.13597409427165985,-0.3753995895385742,0.39514482021331787,-0.1649722158908844,0.0,0.0,2.0,80.16069774228137
0.3561929762363434,1.0513030290603638,0.10251212120056152,-0.37654930353164673,0.38611307740211487,-0.18063493072986603,0.0,0.0,2.0,78.66511456462513
0.3566814363002777,1.0431498289108276,0.05810222774744034,-0.3598915636539459,0.3762730658054352,-0.1968000829219818,0.0,0.0,3.0,75.40886572272302
0.357260137796402,1.0344445705413818,0.0695195123553276,-0.3838776648044586,0.36393454670906067,-0.24677050113677979,0.0,0.0,2.0,76.72482678766879
0.3574991226196289,1.0264700651168823,0.03560691699385643,-0.3515012562274933,0.3515879213809967,-0.24693217873573303,0.0,0.0,2.0,72.08323281323925
0.35758429765701294,1.0184617042541504,0.020354967564344406,-0.3530908524990082,0.3391752541065216,-0.248253732919693,0.0,0.0,2.0,71.13789626457087
0.3574050962924957,1.0113518238067627,-0.006405702792108059,-0.31332921981811523,0.3271464705467224,-0.2405761182308197,0.0,0.0,2.0,66.19215472043355
0.3571597933769226,1.004258632659912,-0.013279743492603302,-0.31274649500846863,0.31543901562690735,-0.23414906859397888,0.0,0.0,0.0,65.26063124186916
0.35691404342651367,0.9965672492980957,-0.013274269178509712,-0.33942413330078125,0.30373167991638184,-0.2341468632221222,0.0,0.0,2.0,66.68967119856842
0.35664376616477966,0.98885577917099,-0.016109632328152657,-0.34048911929130554,0.2924501299858093,-0.2256307154893875,0.0,0.0,1.0,65.90436064295918
0.35630378127098083,0.9805150628089905,-0.024848036468029022,-0.3688935339450836,0.2830334007740021,-0.18833474814891815,0.0,0.0,2.0,67.7603973185903
0.3558695912361145,0.9721185564994812,-0.034300219267606735,-0.3714425265789032,0.27366647124290466,-0.18733865022659302,0.0,0.0,2.0,67.32257180744612
0.3553078770637512,0.9646682739257812,-0.047735221683979034,-0.32956746220588684,0.2650196850299835,-0.17293575406074524,0.0,0.0,2.0,62.66417464312668
0.3545686602592468,0.957919716835022,-0.0657113566994667,-0.29848214983940125,0.25663185119628906,-0.16775614023208618,0.0,0.0,2.0,59.322254308901876
0.35358476638793945,0.9513157606124878,-0.08967189490795135,-0.29201143980026245,0.2477319985628128,-0.17799711227416992,0.0,0.0,2.0,58.64935855218202
0.3524037301540375,0.9454955458641052,-0.10952141135931015,-0.2572530508041382,0.2389945089817047,-0.17474956810474396,0.0,0.0,1.0,55.45616937010914
0.35112714767456055,0.9390529990196228,-0.1214691773056984,-0.2853426933288574,0.2327086329460144,-0.12571710348129272,0.0,0.0,2.0,57.84026757504233
0.3497559428215027,0.9326000809669495,-0.13090670108795166,-0.28582683205604553,0.22641664743423462,-0.12583976984024048,0.0,0.0,2.0,57.86297900870715
0.3481884002685547,0.9263316988945007,-0.1502051055431366,-0.27760037779808044,0.21978244185447693,-0.13268378376960754,0.0,0.0,3.0,57.55860353767963
0.34668397903442383,0.9194793105125427,-0.14225713908672333,-0.30335962772369385,0.2115202099084854,-0.16524450480937958,0.0,0.0,1.0,58.59668447258661
0.3451223373413086,0.9120038747787476,-0.14948010444641113,-0.33130067586898804,0.20477335155010223,-0.13493715226650238,0.0,0.0,2.0,60.644272363089065
0.3434270918369293,0.9048523306846619,-0.16280153393745422,-0.3169305920600891,0.1980009227991104,-0.1354486495256424,0.0,0.0,2.0,59.416147398232745
0.34181347489356995,0.8978750109672546,-0.15547217428684235,-0.3093254864215851,0.19206726551055908,-0.11867310106754303,0.0,0.0,2.0,57.983039247275364
0.3402230143547058,0.8914069533348083,-0.15389834344387054,-0.286812961101532,0.18689128756523132,-0.1035195142030716,0.0,0.0,2.0,55.5897965604737
0.3383449614048004,0.8856735825538635,-0.1821175515651703,-0.2541051506996155,0.18117313086986542,-0.1143631786108017,0.0,0.0,3.0,53.96844337616325
0.3365468978881836,0.8793675899505615,-0.1720106452703476,-0.27933627367019653,0.17336627840995789,-0.15613719820976257,0.0,0.0,2.0,54.6532102887156
0.33465033769607544,0.8735892176628113,-0.1820148527622223,-0.25594615936279297,0.16570958495140076,-0.15313395857810974,0.0,0.0,3.0,52.708898493201744
0.33282384276390076,0.8672242760658264,-0.1731943041086197,-0.281864196062088,0.15626411139965057,-0.18891021609306335,0.0,0.0,1.0,53.34370815539398
0.33091679215431213,0.8602527976036072,-0.1832798421382904,-0.3090782165527344,0.14884573221206665,-0.14836759865283966,0.0,0.0,3.0,55.316992775259266
0.32910528779029846,0.8526996970176697,-0.17128042876720428,-0.33473747968673706,0.13899452984333038,-0.19702444970607758,0.0,0.0,2.0,55.818084754376684
0.32732611894607544,0.8451553583145142,-0.16843821108341217,-0.3344508111476898,0.12955144047737122,-0.18886177241802216,0.0,0.0,1.0,54.79971825738808
0.32546472549438477,0.8369979858398438,-0.17873455584049225,-0.36192792654037476,0.12219253182411194,-0.14717791974544525,0.0,0.0,2.0,56.751955453396896
0.32358208298683167,0.8290088772773743,-0.18105052411556244,-0.3544977605342865,0.11502444744110107,-0.1433618664741516,0.0,0.0,2.0,55.51752417661228
0.3215969204902649,0.8209928870201111,-0.19102926552295685,-0.3557089865207672,0.10758814960718155,-0.14872589707374573,0.0,0.0,2.0,55.37918024127014
0.31944388151168823,0.8133386373519897,-0.20734918117523193,-0.3396337926387787,0.09969885647296906,-0.1577855944633484,0.0,0.0,2.0,54.056321069799914
0.3171257972717285,0.8066412806510925,-0.22357109189033508,-0.2971339523792267,0.09152751415967941,-0.16342687606811523,0.0,0.0,2.0,50.730842698924114
0.31465309858322144,0.8004687428474426,-0.23862724006175995,-0.2738286554813385,0.0829612985253334,-0.171324223279953,0.0,0.0,0.0,49.13713820375611
0.31218042969703674,0.7936972975730896,-0.23862643539905548,-0.3005014955997467,0.07439514249563217,-0.17132334411144257,0.0,0.0,2.0,50.11183204440588
0.30978554487228394,0.7878813743591309,-0.2315562516450882,-0.25811025500297546,0.06654410809278488,-0.15702030062675476,0.0,0.0,2.0,45.75860140682508
0.3072424829006195,0.7826375365257263,-0.2459137886762619,-0.23270989954471588,0.05825022608041763,-0.16587743163108826,0.0,0.0,1.0,44.27203233908001
0.3046126365661621,0.7767893671989441,-0.2568155527114868,-0.2596890926361084,0.052142705768346786,-0.12215019762516022,0.0,0.0,1.0,46.178874697734365
0.3018922805786133,0.7703328728675842,-0.26815271377563477,-0.28682419657707214,0.048311732709407806,-0.07661964744329453,0.0,0.0,1.0,48.35092960783281
0.2990877032279968,0.7632734179496765,-0.27871689200401306,-0.31369754672050476,0.04659763723611832,-0.0342821404337883,0.0,0.0,2.0,50.65445535453358
0.2961142659187317,0.7564740777015686,-0.29495373368263245,-0.3021269738674164,0.04422652721405029,-0.04742216318845749,0.0,0.0,0.0,50.743266449478035
0.293140709400177,0.7490746378898621,-0.29495370388031006,-0.32879412174224854,0.041855428367853165,-0.0474221408367157,0.0,0.0,2.0,52.177976889999556
0.29027605056762695,0.7425298690795898,-0.28476855158805847,-0.2908264696598053,0.04017435386776924,-0.03362131863832474,0.0,0.0,3.0,48.614632899664876
0.2874903678894043,0.7353929281234741,-0.2748454213142395,-0.3171052932739258,0.03650180622935295,-0.07345115393400192,0.0,0.0,2.0,49.264686589164995
0.2847409248352051,0.7287389039993286,-0.27151182293891907,-0.29565778374671936,0.03311843052506447,-0.06766751408576965,0.0,0.0,2.0,47.1555788816586
0.2820513844490051,0.7224206328392029,-0.2659171223640442,-0.2807467579841614,0.03010624647140503,-0.060243912041187286,0.0,0.0,2.0,45.45040365316163
0.27917051315307617,0.7163342237472534,-0.2842123508453369,-0.2704305648803711,0.0262882299721241,-0.07635999470949173,0.0,0.0,2.0,45.716131757715324
0.27638500928878784,0.7102084755897522,-0.27517008781433105,-0.27220407128334045,0.022956112399697304,-0.06664269417524338,0.0,0.0,2.0,44.93485462789568
0.2737162709236145,0.705040454864502,-0.26415926218032837,-0.2296484410762787,0.02027316763997078,-0.0536588653922081,0.0,0.0,1.0,41.09602013023384
0.2709559500217438,0.6992773413658142,-0.2756475806236267,-0.25613346695899963,0.019888989627361298,-0.0076835425570607185,0.0,0.0,2.0,43.510847730804954
0.26829463243484497,0.6938995122909546,-0.2662641704082489,-0.23901741206645966,0.02002299390733242,0.002680170116946101,0.0,0.0,1.0,41.797431939800944
0.2655540406703949,0.687921941280365,-0.2762131690979004,-0.2656993269920349,0.022149095311760902,0.04252194985747337,0.0,0.0,2.0,44.37291924950421
0.2629402279853821,0.6826168894767761,-0.26421114802360535,-0.2358260303735733,0.024948034435510635,0.05597863346338272,0.0,0.0,1.0,41.87118209092575
0.26023608446121216,0.676699161529541,-0.27555185556411743,-0.2631082236766815,0.03002317063510418,0.10150276124477386,0.0,0.0,2.0,44.89250090601705
0.2576907277107239,0.6713482141494751,-0.2605271637439728,-0.2379499226808548,0.03593961521983147,0.11832888424396515,0.0,0.0,2.0,42.806022924799095
0.2551002502441406,0.6668349504470825,-0.2649880051612854,-0.2007492482662201,0.04180668294429779,0.11734136193990707,0.0,0.0,3.0,41.55473532996021
0.2526001036167145,0.6617333292961121,-0.25364425778388977,-0.22684071958065033,0.0453948974609375,0.07176440209150314,0.0,0.0,3.0,42.58749043967636
0.25018519163131714,0.6560255885124207,-0.24295520782470703,-0.25372105836868286,0.04684845730662346,0.029070887714624405,0.0,0.0,2.0,43.68061382021252
0.24788722395896912,0.6512851119041443,-0.23204092681407928,-0.21076388657093048,0.04906769096851349,0.044384974986314774,0.0,0.0,0.0,40.29932488526091
0.24558934569358826,0.6459444761276245,-0.2320408821105957,-0.23743095993995667,0.05128692835569382,0.04438493773341179,0.0,0.0,3.0,42.21422559515338
0.2433629035949707,0.6400198340415955,-0.22305667400360107,-0.26333317160606384,0.05169450864195824,0.008151622489094734,0.0,0.0,2.0,43.39786425443783
0.2410658895969391,0.634449303150177,-0.22993847727775574,-0.24758490920066833,0.05192817747592926,0.004673471208661795,0.0,0.0,3.0,42.825544338602654
0.23886051774024963,0.6282799243927002,-0.21845242381095886,-0.27412378787994385,0.04986229166388512,-0.04131777584552765,0.0,0.0,2.0,43.69395381354561
0.23656968772411346,0.6226623058319092,-0.22676929831504822,-0.2495928406715393,0.047579143196344376,-0.04566275700926781,0.0,0.0,2.0,42.25203955889134
0.23410949110984802,0.6179832816123962,-0.24314478039741516,-0.20787104964256287,0.04473929852247238,-0.05679703503847122,0.0,0.0,3.0,40.413940045914764
0.23171424865722656,0.6127168536186218,-0.23499782383441925,-0.23393450677394867,0.04025934636592865,-0.08959893882274628,0.0,0.0,3.0,40.998180788337876
0.22941741347312927,0.6068575382232666,-0.22263267636299133,-0.260241836309433,0.03329969942569733,-0.13919299840927124,0.0,0.0,1.0,41.20414545367439
0.22705288231372833,0.6003935933113098,-0.23113158345222473,-0.2871789038181305,0.028044523671269417,-0.10510365664958954,0.0,0.0,2.0,43.0670051140205
0.2246170938014984,0.5944884419441223,-0.23802122473716736,-0.26235440373420715,0.022560343146324158,-0.10968347638845444,0.0,0.0,2.0,41.15158152240494
0.22200259566307068,0.5893725156784058,-0.2551596760749817,-0.22729700803756714,0.016346503049135208,-0.12427681684494019,0.0,0.0,2.0,39.40123169528117
0.21942949295043945,0.5846009254455566,-0.25126898288726807,-0.21201904118061066,0.010371087118983269,-0.1195080503821373,0.0,0.0,2.0,37.64806083309558
0.21687936782836914,0.5803518891334534,-0.24909739196300507,-0.18881677091121674,0.004538543522357941,-0.11665098369121552,0.0,0.0,1.0,35.614030482251195
0.2142522782087326,0.5754978060722351,-0.2587621808052063,-0.21572671830654144,0.0006418708362616599,-0.0779334008693695,0.0,0.0,2.0,37.514844902992884
0.21158942580223083,0.5714117884635925,-0.26217055320739746,-0.18160468339920044,-0.0034173133317381144,-0.08118383586406708,0.0,0.0,2.0,36.181904724523875
0.2088417112827301,0.5678017139434814,-0.2702486515045166,-0.16046375036239624,-0.007880150340497494,-0.08925675600767136,0.0,0.0,0.0,36.39550240172793
0.20609398186206818,0.5635918974876404,-0.2702487111091614,-0.1871320903301239,-0.01234298013150692,-0.0892566367983818,0.0,0.0,1.0,38.17532040761758
0.20327624678611755,0.5587812662124634,-0.2790253460407257,-0.21382853388786316,-0.015048467554152012,-0.05410975217819214,0.0,0.0,1.0,40.615781979360385
0.2003730833530426,0.5533697605133057,-0.289753794670105,-0.2405177801847458,-0.01560585293918848,-0.011147609911859035,0.0,0.0,2.0,43.027582863732675
0.19764871895313263,0.5489261150360107,-0.2726360559463501,-0.1974964439868927,-0.01541254110634327,0.003866177052259445,0.0,0.0,3.0,39.19790873709687
0.19500771164894104,0.543880820274353,-0.2621780335903168,-0.22425375878810883,-0.017313828691840172,-0.03802569583058357,0.0,0.0,0.0,40.089821472887515
0.19236668944358826,0.5382356643676758,-0.2621780037879944,-0.25092071294784546,-0.019215112552046776,-0.03802568465471268,0.0,0.0,1.0,41.86812200182041
0.18965931236743927,0.5319979190826416,-0.27051258087158203,-0.27723634243011475,-0.019445091485977173,-0.004599378444254398,0.0,0.0,2.0,44.128241316996835
0.18697452545166016,0.5263093709945679,-0.2682737410068512,-0.252824068069458,-0.01963883265852928,-0.003874956863000989,0.0,0.0,2.0,42.37416559814716
0.18438720703125,0.5208538174629211,-0.25894325971603394,-0.2424669712781906,-0.019433192908763885,0.004113140515983105,0.0,0.0,2.0,41.07451493115993
0.18164634704589844,0.5156843662261963,-0.2735196053981781,-0.2297588288784027,-0.01998991146683693,-0.011134311556816101,0.0,0.0,2.0,41.5138575923208
0.17878761887550354,0.5112891793251038,-0.28466910123825073,-0.19535794854164124,-0.02117602340877056,-0.023722443729639053,0.0,0.0,1.0,40.63351136110582
0.1758444756269455,0.5062862038612366,-0.2952495217323303,-0.22234246134757996,-0.020246360450983047,0.018593210726976395,0.0,0.0,2.0,42.86495646157272
0.17298145592212677,0.5019142627716064,-0.28754013776779175,-0.19429054856300354,-0.01902361959218979,0.02445477619767189,0.0,0.0,2.0,40.68493352877372
0.17005519568920135,0.498034805059433,-0.29350578784942627,-0.17240752279758453,-0.018157372251152992,0.017325203865766525,0.0,0.0,1.0,40.17507537108839
0.16706380248069763,0.49354636669158936,-0.30166304111480713,-0.19945795834064484,-0.015660466626286507,0.04993807524442673,0.0,0.0,2.0,41.978321058211435
0.16424274444580078,0.4897972643375397,-0.28537046909332275,-0.1665971577167511,-0.012441551312804222,0.06437842547893524,0.0,0.0,2.0,38.77882980190046
0.16134986281394958,0.48695892095565796,-0.2921602129936218,-0.1261254996061325,-0.009612749330699444,0.0565759614109993,0.0,0.0,3.0,37.58923952325249
0.1585308015346527,0.48352718353271484,-0.2829015851020813,-0.1525145173072815,-0.008636979386210442,0.019515417516231537,0.0,0.0,3.0,37.80270028100678
0.15579375624656677,0.4795037508010864,-0.2725967764854431,-0.17882783710956573,-0.009723588824272156,-0.021732332184910774,0.0,0.0,2.0,38.31966705067032
0.15309706330299377,0.4756353497505188,-0.26873454451560974,-0.17193461954593658,-0.010646742768585682,-0.018463019281625748,0.0,0.0,0.0,37.94138670116828
0.15040035545825958,0.4711669981479645,-0.26873454451560974,-0.1986013501882553,-0.011569892056286335,-0.0184630174189806,0.0,0.0,1.0,39.43294263366779
0.14762000739574432,0.4661079943180084,-0.2792380154132843,-0.22483642399311066,-0.010387853719294071,0.023640653118491173,0.0,0.0,1.0,41.62941358176526
0.14475974440574646,0.4604438841342926,-0.28924551606178284,-0.2517193853855133,-0.007202669978141785,0.06370346248149872,0.0,0.0,2.0,43.64460757294495
0.1418493241071701,0.45535600185394287,-0.2940119802951813,-0.22611762583255768,-0.00427608797326684,0.05853172391653061,0.0,0.0,2.0,42.24875484919431
0.13887520134449005,0.45080187916755676,-0.30006861686706543,-0.20240218937397003,-0.0016589361475780606,0.05234311893582344,0.0,0.0,2.0,41.281100037856156
0.13592681288719177,0.4464624226093292,-0.2976038455963135,-0.19286547601222992,0.0010733148083090782,0.05464520305395126,0.0,0.0,1.0,40.696621055629464
0.13289661705493927,0.4415149390697479,-0.307861864566803,-0.2198994904756546,0.005859981756657362,0.09573336690664291,0.0,0.0,3.0,43.44821075532336
0.12993469834327698,0.43597519397735596,-0.29931002855300903,-0.24622465670108795,0.008933331817388535,0.061466850340366364,0.0,0.0,3.0,44.53945799536274
0.12704992294311523,0.42983824014663696,-0.2896171510219574,-0.2727615237236023,0.010065235197544098,0.02263786271214485,0.0,0.0,2.0,45.49388047341592
0.12413044273853302,0.4244709014892578,-0.2929747402667999,-0.23855407536029816,0.01107880100607872,0.020271126180887222,0.0,0.0,3.0,43.73247992346149
0.12128601223230362,0.41850030422210693,-0.2835514545440674,-0.26535362005233765,0.010205945000052452,-0.017457379028201103,0.0,0.0,2.0,44.52116696884318
0.11844730377197266,0.41249150037765503,-0.28302866220474243,-0.26705315709114075,0.00937691144645214,-0.016580794006586075,0.0,0.0,2.0,44.60659582191032
0.11568184196949005,0.4067695140838623,-0.27607929706573486,-0.25430625677108765,0.008911649696528912,-0.009305337443947792,0.0,0.0,2.0,43.28925249382619
0.11276330798864365,0.4019947648048401,-0.2907102704048157,-0.21220643818378448,0.007781440857797861,-0.02260402962565422,0.0,0.0,2.0,41.81224079172225
0.10978927463293076,0.3973079025745392,-0.2960147261619568,-0.2082970291376114,0.006411300040781498,-0.02740279771387577,0.0,0.0,3.0,42.06802763209838
0.10690335929393768,0.39203324913978577,-0.28495490550994873,-0.23441557586193085,0.00282503804191947,-0.07172536104917526,0.0,0.0,1.0,42.28003134463652
0.10393524169921875,0.386166512966156,-0.295274555683136,-0.26074448227882385,0.0013050208799540997,-0.03040042519569397,0.0,0.0,1.0,44.45240007658472
0.10087194293737411,0.3796996772289276,-0.307210773229599,-0.28741517663002014,0.002175345318391919,0.017406335100531578,0.0,0.0,2.0,47.01316761064812
0.09793529659509659,0.3736313581466675,-0.29514721035957336,-0.2697067856788635,0.003637508722022176,0.02924368716776371,0.0,0.0,3.0,45.16132261362948
0.09507503360509872,0.3669721186161041,-0.2855725586414337,-0.2959628701210022,0.003181703621521592,-0.009115810506045818,0.0,0.0,3.0,46.03519009104963
0.09230498969554901,0.35972437262535095,-0.274249792098999,-0.32211965322494507,0.00045782397501170635,-0.05447758361697197,0.0,0.0,2.0,46.66647700757988
0.0895242691040039,0.35315775871276855,-0.27525943517684937,-0.2918526828289032,-0.002313195960596204,-0.055420439690351486,0.0,0.0,3.0,44.706791810799714
0.08682136237621307,0.3459843099117279,-0.2655036151409149,-0.31883516907691956,-0.007038182113319635,-0.09449965506792068,0.0,0.0,2.0,46.28313775386066
